LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
family	Desulfovibrionaceae	194924	14	515	9	283	1.8198	0.0000
family	Rhizobiaceae	82115	14	454	1	69	6.5797	0.0000
family	Frankiaceae	74712	13	467	9	138	3.3841	0.0000
family	Francisellaceae	34064	13	406	0	92	4.4130	0.0000
family	Planococcaceae	186818	13	408	2	154	2.6494	0.0000
family	Leuconostocaceae	81850	13	426	0	161	2.6460	0.0000
family	Nocardioidaceae	85015	13	423	2	207	2.0435	0.0000
family	Eggerthellaceae	1643826	13	472	2	211	2.2370	0.0000
family	Dermabacteraceae	85020	12	674	34	231	2.9177	0.0000
family	Chromobacteriaceae	1499392	11	380	0	176	2.1591	0.0000
family	Halieaceae	1706372	11	351	0	62	5.6613	0.0000
family	Flammeovirgaceae	200667	10	308	1	124	2.4839	0.0000
family	Glycomycetaceae	85034	9	322	4	71	4.5352	0.0000
family	Aurantimonadaceae	255475	9	334	3	108	3.0926	0.0000
family	Ferrovaceae	1442156	9	410	10	137	2.9927	0.0000
family	Actinopolysporaceae	622451	9	280	0	61	4.5902	0.0000
family	Mycoplasmataceae	2092	8	297	2	151	1.9669	0.0000
family	Oscillospiraceae	216572	8	252	0	94	2.6809	0.0000
family	Leptospiraceae	170	7	221	0	90	2.4556	0.0000
family	Thermaceae	188786	7	337	0	238	1.4160	0.0000
family	Geobacteraceae	213422	6	199	1	100	1.9900	0.0000
family	Phyllobacteriaceae	69277	6	210	0	64	3.2812	0.0000
family	Sphingomonadaceae	41297	6	225	1	219	1.0274	0.0000
family	Saprospiraceae	89374	6	192	1	128	1.5000	0.0000
family	Chitinophagaceae	563835	6	183	0	61	3.0000	0.0000
family	Bradyrhizobiaceae	41294	6	345	5	214	1.6121	0.0000
family	Cellvibrionaceae	1706371	5	156	0	93	1.6774	0.0000
family	Acidobacteriaceae	204434	5	157	0	152	1.0329	0.0000
family	Prolixibacteraceae	1471398	5	155	0	119	1.3025	0.0000
family	Methylococcaceae	403	5	189	4	117	1.6154	0.0000
family	Spongiibacteraceae	1706375	4	122	0	60	2.0333	0.0000
family	Brevibacteriaceae	85019	4	289	20	157	1.8408	0.0000
family	Pseudoalteromonadaceae	267888	4	147	3	67	2.1940	0.0000
family	Thermoanaerobacteraceae	186814	3	94	0	60	1.5667	0.0000
family	Planctomycetaceae	126	3	100	0	63	1.5873	0.0000
family	Rhodanobacteraceae	1775411	3	106	1	103	1.0291	0.0000
family	Piscirickettsiaceae	135616	3	96	0	93	1.0323	0.0000
family	Sporomusaceae	1843490	3	96	0	93	1.0323	0.0000
genus	Corynebacterium	1716	3270485	249694586	2645865	7136956	34.9861	0.3947
genus	Actinomyces	1654	1001592	62512260	537469	7780824	8.0341	0.1209
genus	Rothia	32207	905438	70938737	597184	8168054	8.6849	0.1093
genus	Capnocytophaga	1016	507967	35837462	544886	5071611	7.0663	0.0613
genus	Propionibacterium	1743	312648	20779419	249792	2206715	9.4164	0.0377
genus	Streptococcus	1301	243368	13956861	139226	1972874	7.0744	0.0294
genus	Lautropia	47670	225258	14706362	197831	1531613	9.6019	0.0272
genus	Haemophilus	724	197077	11656664	104598	612132	19.0427	0.0238
genus	Campylobacter	194	168257	11378033	272452	3615841	3.1467	0.0203
genus	Aggregatibacter	416916	161096	10600285	131615	2238652	4.7351	0.0194
genus	Prevotella	838	157666	11453128	139839	6226964	1.8393	0.0190
genus	Leptotrichia	32067	154962	9025984	88631	2388691	3.7786	0.0187
genus	Gemella	1378	133164	8003325	60805	1214932	6.5875	0.0161
genus	Porphyromonas	836	112008	8028328	144409	2152206	3.7303	0.0135
genus	Selenomonas	970	101208	6886972	62803	2706437	2.5447	0.0122
genus	Fusobacterium	848	99254	5291801	63208	940492	5.6266	0.0120
genus	Actinobaculum	76833	93147	6183610	37691	1227117	5.0391	0.0112
genus	Neisseria	482	77625	4702185	49940	528011	8.9055	0.0094
genus	Abiotrophia	46123	75081	5881212	124840	1333248	4.4112	0.0091
genus	Treponema	157	55377	3888626	75691	2121078	1.8333	0.0067
genus	Veillonella	29465	51781	2990299	39162	470572	6.3546	0.0062
genus	Kingella	32257	49453	3386632	42244	1047401	3.2334	0.0060
genus	Catonella	43996	33648	2404107	39722	1123138	2.1405	0.0041
genus	Johnsonella	43994	25727	1781243	6127	874957	2.0358	0.0031
genus	Cardiobacterium	2717	12473	776835	9421	252045	3.0821	0.0015
genus	Eubacterium	1730	11896	877848	5777	498351	1.7615	0.0014
genus	Granulicatella	117563	6941	394027	5111	95650	4.1195	0.0008
genus	Centipeda	82202	4267	274388	4326	188205	1.4579	0.0005
genus	Paraprevotella	577309	4063	293015	5329	32233	9.0905	0.0005
genus	Eikenella	538	3471	204581	2855	127409	1.6057	0.0004
genus	Ottowia	219181	3145	201502	2390	156386	1.2885	0.0004
genus	Lachnoanaerobaculum	1164882	3096	188120	2128	131221	1.4336	0.0004
genus	Staphylococcus	1279	2857	154915	2242	36330	4.2641	0.0003
genus	Peptoclostridium	1481960	2686	143902	2396	38951	3.6944	0.0003
genus	Parvimonas	543311	2105	118019	2571	58777	2.0079	0.0003
genus	Tannerella	195950	1730	133039	607	113866	1.1684	0.0002
genus	Peptoniphilus	162289	1162	68368	1222	4564	14.9798	0.0001
genus	Alloprevotella	1283313	1087	73304	2032	44920	1.6319	0.0001
genus	Oribacterium	265975	933	67479	1074	53926	1.2513	0.0001
genus	Pasteurella	745	707	29483	574	4995	5.9025	0.0001
genus	Carnobacterium	2747	666	38320	747	12433	3.0821	0.0001
genus	Porphyrobacter	1111	627	42278	346	11021	3.8361	0.0001
genus	Kytococcus	57499	538	34785	366	19797	1.7571	0.0001
genus	Chryseobacterium	59732	518	17647	126	2618	6.7406	0.0001
genus	Riemerella	34084	464	17570	278	3237	5.4279	0.0001
genus	Stomatobaculum	1213720	368	26085	621	20903	1.2479	0.0000
genus	Bacteroides	816	300	19021	413	12557	1.5148	0.0000
genus	Mitsuokella	52225	294	19934	571	6535	3.0503	0.0000
genus	Bergeyella	59735	272	11803	134	1693	6.9716	0.0000
genus	Dialister	39948	232	17471	169	13827	1.2635	0.0000
genus	Morococcus	212742	202	9103	102	2054	4.4318	0.0000
genus	Mannheimia	75984	182	5830	2	474	12.2996	0.0000
genus	Gallibacterium	155493	179	8372	307	1005	8.3303	0.0000
genus	Cellulomonas	1707	163	9177	110	6421	1.4292	0.0000
genus	Lactobacillus	1578	157	6021	23	2413	2.4952	0.0000
genus	Necropsobacter	908284	149	7974	232	873	9.1340	0.0000
genus	Histophilus	214906	129	8094	457	789	10.2586	0.0000
genus	Arthrobacter	1663	128	5894	176	642	9.1807	0.0000
genus	Clostridium	1485	124	4318	53	1482	2.9136	0.0000
genus	Atopobium	1380	120	8613	193	3869	2.2262	0.0000
genus	Tetrasphaera	99479	111	8519	387	1670	5.1012	0.0000
genus	Actinobacillus	713	110	4745	95	1485	3.1953	0.0000
genus	Bacillus	1386	110	3721	2	1092	3.4075	0.0000
genus	Flavobacterium	237	94	3079	3	491	6.2709	0.0000
genus	Saccharothrix	2071	87	2616	0	60	43.6000	0.0000
genus	Lactococcus	1357	84	4144	25	2633	1.5739	0.0000
genus	Burkholderia	32008	83	3198	15	448	7.1384	0.0000
genus	Janthinobacterium	29580	82	6268	136	1806	3.4707	0.0000
genus	Solobacterium	123375	81	6094	118	5465	1.1151	0.0000
genus	Basfia	697331	79	3044	80	268	11.3582	0.0000
genus	Ferrimonas	44011	76	5170	93	305	16.9508	0.0000
genus	Bulleidia	118747	73	4852	58	2696	1.7997	0.0000
genus	Filifactor	44259	70	4881	78	1728	2.8247	0.0000
genus	Megasphaera	906	69	4791	56	2505	1.9126	0.0000
genus	Pseudomonas	286	65	3699	110	1714	2.1581	0.0000
genus	Peptostreptococcus	1257	53	2952	33	1919	1.5383	0.0000
genus	Acinetobacter	469	49	1994	9	772	2.5829	0.0000
genus	Isoptericola	254250	44	2546	37	1593	1.5982	0.0000
genus	Xylanimonas	186188	44	2690	74	1697	1.5852	0.0000
genus	Helicobacter	209	42	1310	0	405	3.2346	0.0000
genus	Shewanella	22	41	1583	1	242	6.5413	0.0000
genus	Tessaracoccus	72763	40	1481	22	342	4.3304	0.0000
genus	Xanthomonas	338	39	2480	74	880	2.8182	0.0000
genus	Pontibacter	323449	38	1201	0	185	6.4919	0.0000
genus	Providencia	586	38	1343	2	324	4.1451	0.0000
genus	Edwardsiella	635	37	2262	59	117	19.3333	0.0000
genus	Empedobacter	59734	37	1167	0	184	6.3424	0.0000
genus	Mageeibacillus	1637257	37	2409	14	419	5.7494	0.0000
genus	Butyrivibrio	830	37	2175	55	1274	1.7072	0.0000
genus	Ruminococcus	1263	37	1314	0	518	2.5367	0.0000
genus	Dysgonomonas	156973	37	1301	14	259	5.0232	0.0000
genus	Sanguibacter	60919	36	1930	68	1520	1.2697	0.0000
genus	Bordetella	517	36	1504	15	305	4.9311	0.0000
genus	Salinimicrobium	561367	35	1084	0	60	18.0667	0.0000
genus	Enterococcus	1350	34	1159	5	625	1.8544	0.0000
genus	Conchiformibius	334107	34	1412	29	794	1.7783	0.0000
genus	Simonsiella	71	34	1681	49	660	2.5470	0.0000
genus	Avibacterium	292486	32	1065	9	536	1.9869	0.0000
genus	Gordonia	2053	31	1303	2	608	2.1431	0.0000
genus	Scardovia	196081	30	1997	68	1039	1.9220	0.0000
genus	Vibrio	662	29	983	7	315	3.1206	0.0000
genus	Roseburia	841	29	1919	47	1259	1.5242	0.0000
genus	Lacinutrix	291183	29	976	0	69	14.1449	0.0000
genus	Mycobacterium	1763	28	1034	4	612	1.6895	0.0000
genus	Alysiella	194195	27	992	11	534	1.8577	0.0000
genus	Bifidobacterium	1678	27	1153	38	307	3.7557	0.0000
genus	Anaerococcus	165779	27	1227	18	725	1.6924	0.0000
genus	Sphingobacterium	28453	27	879	0	198	4.4394	0.0000
genus	Alistipes	239759	24	799	6	298	2.6812	0.0000
genus	Jonesia	43673	23	732	0	60	12.2000	0.0000
genus	Sebaldella	32068	23	947	23	472	2.0064	0.0000
genus	Trueperella	1069494	23	949	15	372	2.5511	0.0000
genus	Legionella	445	22	731	0	93	7.8602	0.0000
genus	Pediococcus	1253	21	696	0	67	10.3881	0.0000
genus	Epilithonimonas	358033	21	668	0	219	3.0502	0.0000
genus	Blautia	572511	21	967	20	336	2.8780	0.0000
genus	Cryobacterium	69578	21	673	0	119	5.6555	0.0000
genus	Sulfurospirillum	57665	20	705	7	424	1.6627	0.0000
genus	Arcanobacterium	28263	20	1072	29	475	2.2568	0.0000
genus	Kocuria	57493	20	731	6	161	4.5404	0.0000
genus	Enhydrobacter	212791	20	1218	20	796	1.5302	0.0000
genus	Maribacter	252356	19	622	0	126	4.9365	0.0000
genus	Levyella	1715798	18	1148	36	693	1.6566	0.0000
genus	Eggerthia	1279384	18	925	21	277	3.3394	0.0000
genus	Thiothrix	1030	18	594	0	64	9.2812	0.0000
genus	Algoriphagus	246875	18	650	0	76	8.5526	0.0000
genus	Akkermansia	239934	17	530	0	64	8.2812	0.0000
genus	Paenibacillus	44249	17	531	1	336	1.5804	0.0000
genus	Gilliamella	1193503	17	641	6	108	5.9352	0.0000
genus	Actinotignum	1653174	17	720	13	358	2.0112	0.0000
genus	Finegoldia	150022	17	678	3	323	2.0991	0.0000
genus	Ruminiclostridium	1508657	17	610	5	252	2.4206	0.0000
genus	Aquimarina	290174	16	793	31	121	6.5537	0.0000
genus	Lachnoclostridium	1506553	16	654	5	434	1.5069	0.0000
genus	Anaerofustis	264995	16	1029	16	490	2.1000	0.0000
genus	Solitalea	929509	16	484	0	91	5.3187	0.0000
genus	Shuttleworthia	177971	16	1080	28	600	1.8000	0.0000
genus	Dolichospermum	748770	15	517	0	64	8.0781	0.0000
genus	Nitrospira	1234	15	1358	18	818	1.6601	0.0000
genus	Weeksella	1013	15	888	24	203	4.3744	0.0000
genus	Nonlabens	363408	15	464	0	60	7.7333	0.0000
genus	Sporocytophaga	1011	14	431	1	69	6.2464	0.0000
genus	Dickeya	204037	14	485	0	157	3.0892	0.0000
genus	Ralstonia	48736	14	938	18	626	1.4984	0.0000
genus	Flagellimonas	444459	14	438	0	121	3.6198	0.0000
genus	Nocardia	1817	14	451	1	100	4.5100	0.0000
genus	Frankia	1854	13	467	9	138	3.3841	0.0000
genus	Streptomyces	1883	13	414	0	273	1.5165	0.0000
genus	Polaribacter	52959	13	390	0	116	3.3621	0.0000
genus	Oxalobacter	846	13	414	0	63	6.5714	0.0000
genus	Francisella	262	13	406	0	92	4.4130	0.0000
genus	Acetivibrio	35829	13	460	4	207	2.2222	0.0000
genus	Desulfovibrio	872	13	414	0	183	2.2623	0.0000
genus	Jonquetella	428711	12	601	15	299	2.0100	0.0000
genus	Methylibium	316612	12	468	9	70	6.6857	0.0000
genus	Weissella	46255	12	388	0	124	3.1290	0.0000
genus	Alkaliphilus	114627	12	410	0	98	4.1837	0.0000
genus	Arcobacter	28196	12	442	0	106	4.1698	0.0000
genus	Achromobacter	222	12	584	15	111	5.2613	0.0000
genus	Cellulophaga	104264	12	374	0	62	6.0323	0.0000
genus	Pseudoramibacter	113286	12	808	20	264	3.0606	0.0000
genus	Pedobacter	84567	12	419	4	138	3.0362	0.0000
genus	Acidovorax	12916	11	645	16	605	1.0661	0.0000
genus	Propionicicella	348581	11	361	2	147	2.4558	0.0000
genus	Granulicoccus	448176	10	319	0	62	5.1452	0.0000
genus	Aeromonas	642	10	547	18	75	7.2933	0.0000
genus	Echinicola	390846	10	372	5	135	2.7556	0.0000
genus	Myroides	76831	10	338	2	199	1.6985	0.0000
genus	Mogibacterium	86331	10	534	13	339	1.5752	0.0000
genus	Ideonella	36862	10	316	0	60	5.2667	0.0000
genus	Enterorhabdus	580024	10	305	0	88	3.4659	0.0000
genus	Snodgrassella	1193515	10	337	0	96	3.5104	0.0000
genus	Actinopolyspora	1849	9	280	0	61	4.5902	0.0000
genus	Ferrovum	416212	9	410	10	137	2.9927	0.0000
genus	Aestuariimicrobium	396388	9	310	2	80	3.8750	0.0000
genus	Streptobacillus	34104	9	526	4	232	2.2672	0.0000
genus	Coprococcus	33042	9	449	11	257	1.7471	0.0000
genus	Comamonas	283	9	565	6	405	1.3951	0.0000
genus	Dermabacter	36739	9	516	28	119	4.3361	0.0000
genus	Barnesiella	397864	9	291	0	159	1.8302	0.0000
genus	Ornithobacterium	28250	9	292	0	94	3.1064	0.0000
genus	Clavibacter	1573	9	281	0	62	4.5323	0.0000
